Voter Address,Voting Power,Choice Ranking
0xc6d7208dadee4f431bd0f3f11e7d4c91ff51bfb2,1.0260701076188945,"eth.limo - basic,Ethereum Identity Fnd - basic,Ethereum Identity Fnd - ext,blockful - basic,Unruggable - basic,eth.limo - ext,blockful - ext,Namespace,Unicorn.eth,3DNS - basic,Enscribe,Agora - ext,WebHash,Agora - basic,Tally,Namestone,NameHash Labs,AlphaGrowth - ext,3DNS - ext,ZK Email - ext,Wildcard Labs - ext,ZK Email - basic,Lighthouse Labs,Curia Lab,JustaName,AlphaGrowth - basic,dWeb.host - basic,GovPal,dWeb.host - ext,Web3bio,Wildcard Labs - basic,x23.ai,Decent,PYOR,NONE BELOW,Unruggable - ext"
0x4d32d90d6535bd4e7eabaa27ee72932cb214bbfa,1.0067516867725497,"Wildcard Labs - basic,Wildcard Labs - ext,Ethereum Identity Fnd - basic,3DNS - basic,NONE BELOW,Unicorn.eth,Unruggable - basic,x23.ai,GovPal,dWeb.host - basic,AlphaGrowth - ext,Curia Lab,Web3bio,ZK Email - ext,JustaName,NameHash Labs,Namespace,eth.limo - ext,3DNS - ext,Enscribe,ZK Email - basic,blockful - ext,Lighthouse Labs,eth.limo - basic,WebHash,Tally,Agora - ext,PYOR,Agora - basic,Namestone,Ethereum Identity Fnd - ext,Decent,Unruggable - ext,dWeb.host - ext,blockful - basic,AlphaGrowth - basic"
0xc3a6f32c13d1400ff5cdc5bffd07a29268b7ba3b,1.0058466636486592,"NONE BELOW,Agora - basic,blockful - ext,Unicorn.eth,Unruggable - ext,JustaName,3DNS - ext,AlphaGrowth - basic,WebHash,eth.limo - ext,AlphaGrowth - ext,Unruggable - basic,PYOR,blockful - basic,Agora - ext,3DNS - basic,Tally,eth.limo - basic,ZK Email - basic,Enscribe,GovPal,Lighthouse Labs,ZK Email - ext,Namespace,Decent,NameHash Labs,Namestone,Web3bio,dWeb.host - ext,dWeb.host - basic,Ethereum Identity Fnd - ext,Ethereum Identity Fnd - basic,Wildcard Labs - basic,Wildcard Labs - ext,Curia Lab,x23.ai"
0x896212da5d35dbf0e7c57a37133f0c97033f82b5,1.0000000280014003,"JustaName,dWeb.host - ext,Wildcard Labs - ext,AlphaGrowth - basic,Ethereum Identity Fnd - basic,blockful - basic,blockful - ext,ZK Email - ext,Tally,Agora - basic,Namestone,Lighthouse Labs,Unruggable - basic,PYOR,Enscribe,NameHash Labs,eth.limo - ext,eth.limo - basic,Agora - ext,Curia Lab,3DNS - ext,Web3bio,GovPal,AlphaGrowth - ext,dWeb.host - basic,Namespace,3DNS - basic,WebHash,Ethereum Identity Fnd - ext,NONE BELOW,Wildcard Labs - basic,Unicorn.eth,Unruggable - ext,ZK Email - basic,x23.ai,Decent"
0x06c4865ab16c9c760622f19a313a2e637e2e66a2,1.0000000000000002,"NONE BELOW,WebHash,blockful - ext,dWeb.host - ext,GovPal,Unruggable - basic,PYOR,Web3bio,Unruggable - ext,eth.limo - basic,Wildcard Labs - ext,x23.ai,eth.limo - ext,Unicorn.eth,3DNS - ext,AlphaGrowth - basic,ZK Email - basic,3DNS - basic,dWeb.host - basic,AlphaGrowth - ext,Lighthouse Labs,NameHash Labs,Agora - basic,blockful - basic,Agora - ext,Namestone,Ethereum Identity Fnd - basic,JustaName,Tally,Wildcard Labs - basic,ZK Email - ext,Namespace,Enscribe,Ethereum Identity Fnd - ext,Curia Lab,Decent"
0xce5797d7e5baae1a6fff95fe340b32bd693c70f0,1,"blockful - basic,Wildcard Labs - ext,eth.limo - basic,Decent,Tally,Agora - basic,ZK Email - basic,NONE BELOW,Unruggable - basic,GovPal,Enscribe,3DNS - basic,eth.limo - ext,Namespace,Wildcard Labs - basic,Namestone,NameHash Labs,dWeb.host - ext,Web3bio,Agora - ext,Ethereum Identity Fnd - ext,AlphaGrowth - basic,Unruggable - ext,blockful - ext,PYOR,Lighthouse Labs,Ethereum Identity Fnd - basic,dWeb.host - basic,3DNS - ext,JustaName,Curia Lab,x23.ai,AlphaGrowth - ext,Unicorn.eth,WebHash,ZK Email - ext"
0x659f20ee4dea1f11f5c840c410337fbac3e5dadc,1,"Unruggable - ext,dWeb.host - basic,Unicorn.eth,eth.limo - basic,Wildcard Labs - ext,ZK Email - ext,Curia Lab,Agora - ext,AlphaGrowth - basic,Decent,blockful - basic,PYOR,ZK Email - basic,Tally,Agora - basic,dWeb.host - ext,x23.ai,eth.limo - ext,Ethereum Identity Fnd - basic,Ethereum Identity Fnd - ext,Namespace,3DNS - ext,GovPal,WebHash,Lighthouse Labs,Namestone,NameHash Labs,Unruggable - basic,Web3bio,NONE BELOW,blockful - ext,AlphaGrowth - ext,JustaName,Wildcard Labs - basic,Enscribe,3DNS - basic"
0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7,1,"NONE BELOW,Unruggable - basic,WebHash,eth.limo - basic,Wildcard Labs - basic,Unicorn.eth,Enscribe,Namespace,Unruggable - ext,Ethereum Identity Fnd - basic,dWeb.host - ext,Namestone,dWeb.host - basic,Decent,PYOR,Web3bio,x23.ai,blockful - basic,eth.limo - ext,GovPal,Curia Lab,Agora - ext,ZK Email - basic,ZK Email - ext,3DNS - basic,Wildcard Labs - ext,3DNS - ext,blockful - ext,Ethereum Identity Fnd - ext,Lighthouse Labs,Tally,Agora - basic,NameHash Labs,AlphaGrowth - ext,AlphaGrowth - basic,JustaName"
0x61ff9cbe2d6ce98f4c8ecf3807339474f4c09630,1,"Tally,Ethereum Identity Fnd - basic,Ethereum Identity Fnd - ext,blockful - basic,eth.limo - basic,Unruggable - basic,Unicorn.eth,Wildcard Labs - basic,x23.ai,Wildcard Labs - ext,dWeb.host - basic,Unruggable - ext,3DNS - basic,JustaName,PYOR,Enscribe,3DNS - ext,Agora - ext,NameHash Labs,Curia Lab,blockful - ext,eth.limo - ext,dWeb.host - ext,Agora - basic,Namespace,AlphaGrowth - ext,Namestone,AlphaGrowth - basic,Lighthouse Labs,Web3bio,ZK Email - basic,Decent,WebHash,GovPal,NONE BELOW,ZK Email - ext"
0xd57dcb52b93dfd5133084779a4cbc57cbb9b6c32,1,"ZK Email - ext,Unruggable - basic,Wildcard Labs - ext,Ethereum Identity Fnd - ext,AlphaGrowth - basic,3DNS - ext,GovPal,3DNS - basic,Web3bio,Curia Lab,Enscribe,Ethereum Identity Fnd - basic,Decent,dWeb.host - basic,Unruggable - ext,JustaName,NONE BELOW,Namespace,Tally,Unicorn.eth,eth.limo - ext,NameHash Labs,Namestone,Wildcard Labs - basic,WebHash,blockful - basic,Agora - basic,Agora - ext,Lighthouse Labs,AlphaGrowth - ext,ZK Email - basic,dWeb.host - ext,x23.ai,PYOR,eth.limo - basic,blockful - ext"
0x92a848b0a1e5a92a8abe5345ec21ef87d86797ac,1,"Namespace,Tally,Web3bio,NONE BELOW,PYOR,Decent,Lighthouse Labs,Wildcard Labs - basic,Namestone,Unruggable - basic,dWeb.host - ext,AlphaGrowth - ext,Curia Lab,Agora - ext,Agora - basic,3DNS - basic,ZK Email - ext,WebHash,eth.limo - ext,Unruggable - ext,JustaName,blockful - ext,GovPal,Enscribe,Wildcard Labs - ext,blockful - basic,Ethereum Identity Fnd - ext,Ethereum Identity Fnd - basic,dWeb.host - basic,3DNS - ext,Unicorn.eth,x23.ai,eth.limo - basic,ZK Email - basic,AlphaGrowth - basic,NameHash Labs"
0x3426995466ccbfaa6bec5b929bf3403990525404,1,"Curia Lab,Agora - basic,Unruggable - ext,Namespace,ZK Email - ext,Agora - ext,ZK Email - basic,WebHash,eth.limo - ext,Lighthouse Labs,blockful - basic,Enscribe,dWeb.host - ext,Ethereum Identity Fnd - basic,3DNS - ext,dWeb.host - basic,Decent,Unruggable - basic,Tally,Web3bio,3DNS - basic,Wildcard Labs - ext,Wildcard Labs - basic,NameHash Labs,AlphaGrowth - basic,x23.ai,blockful - ext,Namestone,Ethereum Identity Fnd - ext,eth.limo - basic,PYOR,JustaName,AlphaGrowth - ext,NONE BELOW,GovPal,Unicorn.eth"
0xd71230207b61d8a72021b9fb509e469dc5ba1366,0.7209580632491459,"JustaName,AlphaGrowth - basic,Namestone,ZK Email - ext,dWeb.host - basic,WebHash,NameHash Labs,AlphaGrowth - ext,Agora - basic,blockful - basic,dWeb.host - ext,NONE BELOW,ZK Email - basic,eth.limo - ext,Agora - ext,x23.ai,PYOR,Ethereum Identity Fnd - basic,eth.limo - basic,Namespace,blockful - ext,3DNS - basic,Tally,3DNS - ext,Unruggable - ext,Web3bio,Unruggable - basic,Ethereum Identity Fnd - ext,Unicorn.eth,Lighthouse Labs,Curia Lab,Enscribe,Wildcard Labs - basic,Wildcard Labs - ext,GovPal,Decent"
0xe8eeeada50b535f415d630791f330dabf3870877,0.6,"NameHash Labs,JustaName,AlphaGrowth - basic,AlphaGrowth - ext,Unruggable - ext,Tally,ZK Email - ext,Agora - basic,Decent,eth.limo - ext,Namestone,Agora - ext,x23.ai,Wildcard Labs - ext,ZK Email - basic,dWeb.host - basic,3DNS - basic,3DNS - ext,WebHash,Ethereum Identity Fnd - ext,blockful - ext,Ethereum Identity Fnd - basic,eth.limo - basic,blockful - basic,Wildcard Labs - basic,Namespace,Unruggable - basic,Web3bio,PYOR,Unicorn.eth,Lighthouse Labs,Curia Lab,NONE BELOW,Enscribe,dWeb.host - ext,GovPal"
0x772f02d96a8baeeabb2f1d5f8f0250f44df76e91,0.5695066155641678,"Unicorn.eth,Agora - ext,Agora - basic,ZK Email - ext,Ethereum Identity Fnd - basic,Tally,Enscribe,GovPal,x23.ai,Web3bio,AlphaGrowth - ext,JustaName,Ethereum Identity Fnd - ext,blockful - ext,3DNS - ext,Namespace,Lighthouse Labs,eth.limo - ext,dWeb.host - basic,Wildcard Labs - basic,AlphaGrowth - basic,WebHash,Curia Lab,ZK Email - basic,NameHash Labs,Wildcard Labs - ext,PYOR,eth.limo - basic,blockful - basic,Unruggable - basic,Unruggable - ext,Decent,Namestone,dWeb.host - ext,3DNS - basic,NONE BELOW"
0xa7daa5f5d66e3d023c6b5ca3ca9e14ffe87e2990,0.50503695,"Web3bio,Ethereum Identity Fnd - basic,Namestone,eth.limo - basic,Lighthouse Labs,JustaName,Unruggable - ext,NONE BELOW,Curia Lab,AlphaGrowth - basic,NameHash Labs,WebHash,Enscribe,blockful - basic,dWeb.host - ext,x23.ai,ZK Email - basic,PYOR,Tally,Ethereum Identity Fnd - ext,Unicorn.eth,GovPal,3DNS - ext,dWeb.host - basic,Namespace,AlphaGrowth - ext,eth.limo - ext,ZK Email - ext,3DNS - basic,Agora - ext,Wildcard Labs - basic,Agora - basic,Unruggable - basic,blockful - ext,Decent,Wildcard Labs - ext"
0xaf9005861bb8e24a06960b2c389fa8e51a6c7b3b,0.3,"Ethereum Identity Fnd - basic,Enscribe,Agora - basic,ZK Email - basic,Unicorn.eth,PYOR,NameHash Labs,Wildcard Labs - ext,Decent,Namespace,Namestone,Ethereum Identity Fnd - ext,3DNS - ext,eth.limo - ext,Tally,Curia Lab,x23.ai,Wildcard Labs - basic,Lighthouse Labs,ZK Email - ext,dWeb.host - basic,AlphaGrowth - ext,3DNS - basic,JustaName,Unruggable - basic,eth.limo - basic,Agora - ext,Web3bio,blockful - basic,WebHash,Unruggable - ext,GovPal,NONE BELOW,blockful - ext,AlphaGrowth - basic,dWeb.host - ext"
0xed4ca23fe53a936f3b74906b731f730dfd269508,0.3,"AlphaGrowth - basic,JustaName,AlphaGrowth - ext,dWeb.host - ext,Unicorn.eth,Unruggable - ext,NameHash Labs,dWeb.host - basic,3DNS - basic,Namestone,GovPal,Tally,Ethereum Identity Fnd - ext,Agora - basic,blockful - ext,blockful - basic,ZK Email - basic,Curia Lab,Decent,Wildcard Labs - basic,eth.limo - ext,ZK Email - ext,Unruggable - basic,x23.ai,3DNS - ext,Wildcard Labs - ext,Agora - ext,Namespace,Ethereum Identity Fnd - basic,NONE BELOW,WebHash,eth.limo - basic,Enscribe,Lighthouse Labs,PYOR,Web3bio"
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,0.20661358209503233,"Unruggable - basic,AlphaGrowth - basic,NameHash Labs,AlphaGrowth - ext,Wildcard Labs - ext,JustaName,Unruggable - ext,Namespace,Unicorn.eth,Web3bio,Tally,eth.limo - basic,WebHash,NONE BELOW,Wildcard Labs - basic,x23.ai,dWeb.host - basic,Decent,Enscribe,PYOR,dWeb.host - ext,blockful - basic,Curia Lab,Lighthouse Labs,Agora - basic,Namestone,eth.limo - ext,blockful - ext,GovPal,Ethereum Identity Fnd - ext,ZK Email - basic,Agora - ext,3DNS - ext,ZK Email - ext,3DNS - basic,Ethereum Identity Fnd - basic"
0xbf0cc2ff9bde3fd8bac3e1bfe00c64e6b4578169,0.20265911903439798,"Ethereum Identity Fnd - basic,Ethereum Identity Fnd - ext,AlphaGrowth - ext,Agora - ext,Agora - basic,Wildcard Labs - ext,NameHash Labs,PYOR,Namespace,AlphaGrowth - basic,Lighthouse Labs,JustaName,dWeb.host - basic,WebHash,ZK Email - ext,eth.limo - ext,Web3bio,NONE BELOW,blockful - ext,Namestone,Unruggable - ext,x23.ai,3DNS - basic,3DNS - ext,ZK Email - basic,Wildcard Labs - basic,dWeb.host - ext,Unruggable - basic,Enscribe,Tally,eth.limo - basic,Decent,Curia Lab,GovPal,Unicorn.eth,blockful - basic"
0xea5bbad59c45a02ac0b0f48c9b4b7ccbccd73c36,0.14588900078431372,"3DNS - basic,Decent,NONE BELOW,Namespace,AlphaGrowth - basic,eth.limo - basic,blockful - ext,Web3bio,blockful - basic,NameHash Labs,JustaName,Ethereum Identity Fnd - ext,Unruggable - basic,Unruggable - ext,Tally,WebHash,Curia Lab,ZK Email - basic,Lighthouse Labs,Agora - basic,Agora - ext,ZK Email - ext,Wildcard Labs - ext,Enscribe,PYOR,Wildcard Labs - basic,dWeb.host - basic,Unicorn.eth,dWeb.host - ext,AlphaGrowth - ext,3DNS - ext,GovPal,Ethereum Identity Fnd - basic,Namestone,x23.ai,eth.limo - ext"
0xbef8f29e284b14817cf6e6a4e29fc93360ac9999,0.1,"3DNS - basic,AlphaGrowth - basic,JustaName,Enscribe,NameHash Labs,AlphaGrowth - ext,Tally,Curia Lab,Wildcard Labs - ext,3DNS - ext,blockful - basic,NONE BELOW,Web3bio,GovPal,Decent,ZK Email - ext,Ethereum Identity Fnd - basic,dWeb.host - ext,dWeb.host - basic,Wildcard Labs - basic,blockful - ext,Unruggable - ext,x23.ai,Ethereum Identity Fnd - ext,ZK Email - basic,Unicorn.eth,Agora - basic,eth.limo - basic,eth.limo - ext,Lighthouse Labs,Namestone,Agora - ext,PYOR,WebHash,Namespace,Unruggable - basic"
0x21ff9d23e14f3ec0cfc90fa624ef224418fcc5a8,0.1,"AlphaGrowth - basic,AlphaGrowth - ext,Enscribe,JustaName,NameHash Labs,Decent,PYOR,Ethereum Identity Fnd - basic,WebHash,Unicorn.eth,Wildcard Labs - ext,eth.limo - ext,Wildcard Labs - basic,3DNS - basic,Unruggable - ext,Web3bio,Lighthouse Labs,NONE BELOW,Unruggable - basic,Tally,Namespace,blockful - basic,dWeb.host - ext,Ethereum Identity Fnd - ext,eth.limo - basic,Agora - basic,x23.ai,Namestone,ZK Email - basic,Agora - ext,blockful - ext,3DNS - ext,GovPal,ZK Email - ext,dWeb.host - basic,Curia Lab"
0x147510ebb636d80bb080de8fbb3df2e925a26e15,0.1,"eth.limo - ext,Unicorn.eth,Agora - ext,Enscribe,NameHash Labs,JustaName,AlphaGrowth - basic,Tally,Namestone,AlphaGrowth - ext,dWeb.host - ext,3DNS - ext,Curia Lab,PYOR,GovPal,Decent,dWeb.host - basic,Wildcard Labs - ext,Wildcard Labs - basic,Ethereum Identity Fnd - basic,Unruggable - basic,Web3bio,Namespace,eth.limo - basic,ZK Email - basic,blockful - basic,Ethereum Identity Fnd - ext,Lighthouse Labs,NONE BELOW,Agora - basic,ZK Email - ext,Unruggable - ext,blockful - ext,WebHash,3DNS - basic,x23.ai"
0x7a04bd08fc016eaf2fa2090bf52ddc26012517a8,0.1,"NameHash Labs,ZK Email - basic,JustaName,Unruggable - basic,AlphaGrowth - basic,AlphaGrowth - ext,Wildcard Labs - basic,Unicorn.eth,Namestone,blockful - basic,Unruggable - ext,Agora - basic,eth.limo - ext,Namespace,NONE BELOW,Curia Lab,PYOR,eth.limo - basic,3DNS - ext,WebHash,Enscribe,Wildcard Labs - ext,dWeb.host - basic,Lighthouse Labs,Web3bio,Tally,blockful - ext,GovPal,ZK Email - ext,3DNS - basic,Ethereum Identity Fnd - ext,Agora - ext,dWeb.host - ext,x23.ai,Decent,Ethereum Identity Fnd - basic"
0x95d2538129c1fac1afebc5c765a406e5f28888f9,0.1,"AlphaGrowth - basic,Lighthouse Labs,AlphaGrowth - ext,NameHash Labs,3DNS - basic,JustaName,Namespace,Decent,WebHash,Unicorn.eth,Unruggable - ext,dWeb.host - basic,PYOR,GovPal,Wildcard Labs - basic,3DNS - ext,Wildcard Labs - ext,Namestone,Enscribe,Ethereum Identity Fnd - ext,Curia Lab,x23.ai,eth.limo - basic,eth.limo - ext,dWeb.host - ext,Unruggable - basic,Ethereum Identity Fnd - basic,blockful - basic,NONE BELOW,Tally,Web3bio,ZK Email - ext,Agora - basic,Agora - ext,blockful - ext,ZK Email - basic"
0xd248a27d2bbacb0ff7d8d92d48a62d6a090832ae,0.1,"x23.ai,NameHash Labs,JustaName,AlphaGrowth - basic,AlphaGrowth - ext,NONE BELOW,Wildcard Labs - basic,Tally,Unruggable - basic,Unicorn.eth,Lighthouse Labs,Agora - basic,Ethereum Identity Fnd - ext,ZK Email - basic,Decent,3DNS - ext,PYOR,Agora - ext,blockful - ext,Namespace,Namestone,Ethereum Identity Fnd - basic,Web3bio,ZK Email - ext,3DNS - basic,WebHash,Unruggable - ext,blockful - basic,eth.limo - ext,dWeb.host - ext,eth.limo - basic,GovPal,Wildcard Labs - ext,Curia Lab,Enscribe,dWeb.host - basic"
0x93e0990c31f0933ae4578901c4fce42ed3bcf6ee,0.1,"eth.limo - ext,GovPal,NameHash Labs,JustaName,AlphaGrowth - ext,NONE BELOW,AlphaGrowth - basic,ZK Email - ext,3DNS - basic,Enscribe,blockful - ext,Curia Lab,Ethereum Identity Fnd - basic,Agora - basic,3DNS - ext,WebHash,ZK Email - basic,x23.ai,eth.limo - basic,Wildcard Labs - basic,PYOR,blockful - basic,Lighthouse Labs,Namestone,Unicorn.eth,dWeb.host - ext,Namespace,Unruggable - ext,Agora - ext,Unruggable - basic,dWeb.host - basic,Ethereum Identity Fnd - ext,Wildcard Labs - ext,Web3bio,Tally,Decent"
0xa0d0d863ceaa8c65e579b75474c46dddc8e4604a,0.1,"AlphaGrowth - ext,AlphaGrowth - basic,WebHash,x23.ai,dWeb.host - basic,NameHash Labs,GovPal,Curia Lab,JustaName,Wildcard Labs - basic,Unruggable - ext,Ethereum Identity Fnd - ext,Lighthouse Labs,blockful - ext,Namespace,eth.limo - basic,3DNS - basic,dWeb.host - ext,Ethereum Identity Fnd - basic,Unicorn.eth,Enscribe,ZK Email - ext,Decent,eth.limo - ext,blockful - basic,Wildcard Labs - ext,Agora - ext,Tally,Agora - basic,NONE BELOW,Web3bio,Namestone,Unruggable - basic,PYOR,3DNS - ext,ZK Email - basic"
0xe6b84dad5d26de2712d0c524dab35610e71b452d,0.1,"NameHash Labs,Decent,JustaName,AlphaGrowth - ext,blockful - basic,AlphaGrowth - basic,Namespace,Curia Lab,Ethereum Identity Fnd - basic,Agora - ext,GovPal,3DNS - ext,blockful - ext,ZK Email - ext,Wildcard Labs - basic,Lighthouse Labs,dWeb.host - ext,Tally,Unruggable - basic,dWeb.host - basic,Agora - basic,x23.ai,ZK Email - basic,Unruggable - ext,Web3bio,eth.limo - basic,NONE BELOW,Ethereum Identity Fnd - ext,Enscribe,Unicorn.eth,3DNS - basic,Wildcard Labs - ext,eth.limo - ext,Namestone,PYOR,WebHash"
0x38dcfa6b1263c33fbbc2bafd4882a7dd5027472d,0.1,"AlphaGrowth - ext,AlphaGrowth - basic,WebHash,NameHash Labs,Agora - ext,PYOR,dWeb.host - ext,GovPal,Curia Lab,Unruggable - basic,Ethereum Identity Fnd - basic,ZK Email - basic,JustaName,Agora - basic,dWeb.host - basic,Lighthouse Labs,NONE BELOW,Web3bio,Ethereum Identity Fnd - ext,Namespace,Namestone,Tally,Wildcard Labs - basic,blockful - basic,Unicorn.eth,Decent,Unruggable - ext,x23.ai,Enscribe,Wildcard Labs - ext,eth.limo - basic,eth.limo - ext,blockful - ext,3DNS - ext,ZK Email - ext,3DNS - basic"
0x4d12a4aad451c3209ed3a660e463ba71fef37d7c,0.1,"NameHash Labs,JustaName,AlphaGrowth - ext,Unruggable - basic,AlphaGrowth - basic,eth.limo - ext,Web3bio,Wildcard Labs - ext,blockful - basic,ZK Email - basic,NONE BELOW,Agora - basic,WebHash,Lighthouse Labs,3DNS - basic,Namespace,ZK Email - ext,PYOR,Enscribe,dWeb.host - basic,Decent,Tally,Ethereum Identity Fnd - ext,Wildcard Labs - basic,blockful - ext,Ethereum Identity Fnd - basic,Curia Lab,dWeb.host - ext,eth.limo - basic,Agora - ext,Unruggable - ext,x23.ai,Unicorn.eth,Namestone,3DNS - ext,GovPal"
0xacc94d70faf5539197307bc6e01907e60d760b28,0.1,"AlphaGrowth - ext,Wildcard Labs - basic,AlphaGrowth - basic,JustaName,NameHash Labs,Wildcard Labs - ext,3DNS - ext,dWeb.host - basic,Web3bio,GovPal,Lighthouse Labs,ZK Email - basic,Tally,dWeb.host - ext,Namespace,Unruggable - basic,NONE BELOW,Enscribe,Ethereum Identity Fnd - ext,Curia Lab,Agora - basic,Ethereum Identity Fnd - basic,Decent,Agora - ext,WebHash,Namestone,3DNS - basic,x23.ai,PYOR,ZK Email - ext,Unicorn.eth,blockful - basic,eth.limo - basic,Unruggable - ext,blockful - ext,eth.limo - ext"
0xc4cd22191f27d2cbcab7ba7be07b3655688147bc,0.1,"AlphaGrowth - basic,JustaName,Agora - basic,AlphaGrowth - ext,Lighthouse Labs,NameHash Labs,Ethereum Identity Fnd - ext,ZK Email - basic,Web3bio,Tally,3DNS - ext,GovPal,x23.ai,NONE BELOW,Ethereum Identity Fnd - basic,Namestone,blockful - ext,ZK Email - ext,3DNS - basic,Wildcard Labs - ext,blockful - basic,eth.limo - basic,WebHash,Agora - ext,Wildcard Labs - basic,Unicorn.eth,Curia Lab,eth.limo - ext,Unruggable - ext,Unruggable - basic,PYOR,Namespace,Enscribe,dWeb.host - ext,Decent,dWeb.host - basic"
0xa6ac718a9bc4f265f6e1297168e55d05d3722bf3,0.1,"3DNS - basic,Wildcard Labs - basic,NameHash Labs,dWeb.host - ext,Unruggable - basic,JustaName,AlphaGrowth - ext,Agora - ext,Namestone,GovPal,x23.ai,AlphaGrowth - basic,Namespace,dWeb.host - basic,blockful - ext,Agora - basic,Wildcard Labs - ext,Unruggable - ext,WebHash,Lighthouse Labs,Web3bio,NONE BELOW,Curia Lab,3DNS - ext,ZK Email - ext,ZK Email - basic,PYOR,Tally,Ethereum Identity Fnd - ext,Decent,eth.limo - ext,Enscribe,Ethereum Identity Fnd - basic,blockful - basic,eth.limo - basic,Unicorn.eth"
0x1f8231ef50e99d361b5252a24ec2ec44285367e1,0.1,"dWeb.host - ext,Unicorn.eth,blockful - basic,Web3bio,Ethereum Identity Fnd - ext,GovPal,NameHash Labs,NONE BELOW,3DNS - ext,Ethereum Identity Fnd - basic,blockful - ext,Agora - ext,eth.limo - basic,PYOR,ZK Email - ext,eth.limo - ext,Unruggable - basic,AlphaGrowth - basic,WebHash,Unruggable - ext,3DNS - basic,Curia Lab,Enscribe,AlphaGrowth - ext,dWeb.host - basic,Namestone,ZK Email - basic,Tally,Namespace,Agora - basic,x23.ai,Wildcard Labs - ext,JustaName,Decent,Wildcard Labs - basic,Lighthouse Labs"
0x1523afb8e48cfad26700191495e2672f7140080f,0.1,"AlphaGrowth - basic,AlphaGrowth - ext,Enscribe,GovPal,x23.ai,Unruggable - ext,Curia Lab,ZK Email - basic,NameHash Labs,JustaName,NONE BELOW,Unicorn.eth,dWeb.host - ext,Web3bio,Namespace,blockful - basic,Lighthouse Labs,Agora - ext,Wildcard Labs - basic,Wildcard Labs - ext,Unruggable - basic,dWeb.host - basic,3DNS - ext,ZK Email - ext,eth.limo - basic,blockful - ext,WebHash,eth.limo - ext,3DNS - basic,Namestone,PYOR,Decent,Ethereum Identity Fnd - basic,Ethereum Identity Fnd - ext,Agora - basic,Tally"
0xee2acdcd6c9d46e216ccaab94899f26234d258a7,0.1,"NameHash Labs,Agora - ext,Web3bio,AlphaGrowth - basic,GovPal,JustaName,Agora - basic,AlphaGrowth - ext,dWeb.host - basic,blockful - basic,x23.ai,WebHash,Curia Lab,NONE BELOW,Lighthouse Labs,eth.limo - ext,Unruggable - ext,PYOR,Namespace,ZK Email - basic,ZK Email - ext,dWeb.host - ext,Ethereum Identity Fnd - basic,blockful - ext,Ethereum Identity Fnd - ext,Unicorn.eth,Decent,Wildcard Labs - basic,3DNS - basic,Enscribe,Namestone,Wildcard Labs - ext,Tally,Unruggable - basic,3DNS - ext,eth.limo - basic"
0x22ff9a5afa2b3e294154c561342c04f6293ccc99,0.06603691342270786,"Unruggable - basic,PYOR,Ethereum Identity Fnd - basic,NONE BELOW,Wildcard Labs - ext,GovPal,x23.ai,Decent,Curia Lab,Web3bio,blockful - basic,dWeb.host - ext,Enscribe,Namespace,JustaName,Lighthouse Labs,WebHash,ZK Email - basic,Wildcard Labs - basic,Namestone,blockful - ext,eth.limo - basic,Tally,eth.limo - ext,3DNS - basic,3DNS - ext,Unruggable - ext,AlphaGrowth - ext,dWeb.host - basic,ZK Email - ext,Unicorn.eth,AlphaGrowth - basic,Agora - basic,Agora - ext,NameHash Labs,Ethereum Identity Fnd - ext"
0x8c98c5cdf17ca4db1b2b322adbebea50d55f0fd6,0.06139126192226127,"GovPal,Ethereum Identity Fnd - basic,blockful - basic,dWeb.host - basic,eth.limo - basic,PYOR,NONE BELOW,Wildcard Labs - ext,Tally,Web3bio,JustaName,eth.limo - ext,3DNS - basic,Namespace,Agora - ext,Agora - basic,NameHash Labs,Lighthouse Labs,Wildcard Labs - basic,Decent,Curia Lab,Namestone,Unruggable - ext,blockful - ext,Ethereum Identity Fnd - ext,Enscribe,dWeb.host - ext,Unicorn.eth,ZK Email - ext,ZK Email - basic,WebHash,AlphaGrowth - ext,Unruggable - basic,AlphaGrowth - basic,x23.ai,3DNS - ext"
0xd9995dabb781dcc8ec408fea5f293712febf17db,0.05545114455346252,"Lighthouse Labs,Ethereum Identity Fnd - basic,Web3bio,Unicorn.eth,Wildcard Labs - ext,Namestone,eth.limo - ext,Unruggable - basic,x23.ai,Ethereum Identity Fnd - ext,Decent,dWeb.host - basic,Namespace,Unruggable - ext,Wildcard Labs - basic,NONE BELOW,3DNS - basic,Agora - ext,Agora - basic,Tally,NameHash Labs,Curia Lab,blockful - ext,WebHash,ZK Email - ext,eth.limo - basic,Enscribe,AlphaGrowth - basic,blockful - basic,AlphaGrowth - ext,JustaName,dWeb.host - ext,PYOR,ZK Email - basic,3DNS - ext,GovPal"
